"","Geneid","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene_name","gene_chr","gene_start","gene_end","gene_strand","gene_length","gene_biotype","gene_description","tf_family"
"ENSMUSG00000001750","ENSMUSG00000001750",9087.96750006139,-2.20796346231583,0.105033618510384,-21.0214928670436,4.17106299981565e-98,9.98946670527278e-96,"Tcirg1","19",3896050,3907133,"-",4470,"protein_coding","T cell, immune regulator 1, ATPase, H+ transporting, lysosomal V0 protein A3 [Source:MGI Symbol;Acc:MGI:1350931]","-"
"ENSMUSG00000026628","ENSMUSG00000026628",4919.36820516467,-4.11366414592534,0.195813920916839,-21.0080270425328,5.53886662104017e-98,1.31210933846684e-95,"Atf3","1",191170296,191218039,"-",2154,"protein_coding","activating transcription factor 3 [Source:MGI Symbol;Acc:MGI:109384]","TF_bZIP"
"ENSMUSG00000034591","ENSMUSG00000034591",1413.3936570276,-1.73363768978429,0.0827767942021765,-20.9435229582581,2.14961620016278e-97,5.03749843724168e-95,"Slc41a2","10",83230848,83337882,"-",5349,"protein_coding","solute carrier family 41, member 2 [Source:MGI Symbol;Acc:MGI:2442940]","-"
"ENSMUSG00000092009","ENSMUSG00000092009",894.197767356033,-8.33171179458584,0.399176153363983,-20.8722683566438,9.56839710834693e-97,2.2184430487161e-94,"Myh15","16",49057486,49199104,"+",6340,"protein_coding","myosin, heavy chain 15 [Source:MGI Symbol;Acc:MGI:3643515]","-"
"ENSMUSG00000039206","ENSMUSG00000039206",4837.96037228742,-2.04767250107324,0.0981289623018719,-20.8671573920657,1.06480188373575e-96,2.44276760569863e-94,"Daglb","5",143464584,143505942,"+",9567,"protein_coding","diacylglycerol lipase, beta [Source:MGI Symbol;Acc:MGI:2442032]","-"
"ENSMUSG00000099398","ENSMUSG00000099398",761.819272104399,-2.89421145526505,0.138916924516058,-20.8341169756497,2.12395498371228e-96,4.82182030364849e-94,"Ms4a14","19",11301249,11314454,"-",4065,"protein_coding","membrane-spanning 4-domains, subfamily A, member 14 [Source:MGI Symbol;Acc:MGI:2686122]","-"
"ENSMUSG00000037902","ENSMUSG00000037902",17681.843657911,-2.29503194411261,0.111016968879531,-20.6728031514087,6.08758861791785e-95,1.3677619210196e-92,"Sirpa","2",129592835,129632228,"+",4911,"protein_coding","signal-regulatory protein alpha [Source:MGI Symbol;Acc:MGI:108563]","-"
"ENSMUSG00000005087","ENSMUSG00000005087",9178.78690271953,-3.15871974629225,0.152960897635761,-20.6505047702712,9.66052214077975e-95,2.14838183200157e-92,"Cd44","2",102811141,102901665,"-",6776,"protein_coding","CD44 antigen [Source:MGI Symbol;Acc:MGI:88338]","-"
"ENSMUSG00000062082","ENSMUSG00000062082",394.35466327263,-3.44482799154626,0.166869077975032,-20.6438966005535,1.10762865069472e-94,2.43834937507482e-92,"Cd200r4","16",44811733,44839150,"+",2045,"protein_coding","CD200 receptor 4 [Source:MGI Symbol;Acc:MGI:3036289]","-"
"ENSMUSG00000005233","ENSMUSG00000005233",478.760308931263,-3.25098185779987,0.157878694186087,-20.5916439489171,3.26114093013575e-94,7.10733054313785e-92,"Spc25","2",69193895,69206194,"-",3188,"protein_coding","SPC25, NDC80 kinetochore complex component, homolog (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1913692]","-"
"ENSMUSG00000015968","ENSMUSG00000015968",779.971322731586,-2.52204592234788,0.122579842505874,-20.5747198788171,4.62393797689514e-94,9.97763408598542e-92,"Cacna1d","14",30039939,30491455,"-",12621,"protein_coding","calcium channel, voltage-dependent, L type, alpha 1D subunit [Source:MGI Symbol;Acc:MGI:88293]","-"
"ENSMUSG00000079685","ENSMUSG00000079685",794.906829177524,-2.77225563718979,0.13486213716523,-20.5562190801803,6.77080324831705e-94,1.44669496072374e-91,"Ulbp1","10",7440362,7473638,"-",6726,"protein_coding","UL16 binding protein 1 [Source:MGI Symbol;Acc:MGI:1925027]","-"
"ENSMUSG00000053063","ENSMUSG00000053063",4599.941006216,-3.57553733994653,0.173948761609103,-20.5551181099033,6.92615079523294e-94,1.46551971292531e-91,"Clec12a","6",129342691,129365303,"+",5528,"protein_coding","C-type lectin domain family 12, member a [Source:MGI Symbol;Acc:MGI:3040968]","-"
"ENSMUSG00000020661","ENSMUSG00000020661",8038.73610451792,-1.53591167899762,0.0747686723609854,-20.5421820462746,9.04081612259371e-94,1.89457256322892e-91,"Dnmt3a","12",3806007,3914443,"+",16642,"protein_coding","DNA methyltransferase 3A [Source:MGI Symbol;Acc:MGI:1261827]","-"
"ENSMUSG00000018008","ENSMUSG00000018008",10962.1657864037,-2.54820329506591,0.124631484670726,-20.445903391091,6.533736684797e-93,1.3561548315092e-90,"Cyth4","15",78597047,78622019,"+",7552,"protein_coding","cytohesin 4 [Source:MGI Symbol;Acc:MGI:2441702]","-"
"ENSMUSG00000078249","ENSMUSG00000078249",328.618620502192,-3.00363969661788,0.147098943118149,-20.4191793152815,1.12945637160831e-92,2.32220492102184e-90,"Hmga1b","11",120762794,120764419,"+",1626,"protein_coding","high mobility group AT-hook 1B [Source:MGI Symbol;Acc:MGI:96161]","HMGI/HMGY"
"ENSMUSG00000028843","ENSMUSG00000028843",6616.69172318767,-2.13850010899073,0.104839459951739,-20.3978550631141,1.74712697284669e-92,3.55858740618886e-90,"Sh3bgrl3","4",134127406,134128789,"-",821,"protein_coding","SH3 domain binding glutamic acid-rich protein-like 3 [Source:MGI Symbol;Acc:MGI:1920973]","-"
"ENSMUSG00000075590","ENSMUSG00000075590",2091.19119512938,1.97183972865543,0.0967123030681006,20.3887164931533,2.10598684005087e-92,4.24980344371006e-90,"Nrbp2","15",76085518,76091627,"-",3894,"protein_coding","nuclear receptor binding protein 2 [Source:MGI Symbol;Acc:MGI:2385017]","-"
"ENSMUSG00000005054","ENSMUSG00000005054",7471.78951693615,-1.76721370045764,0.0871754456128011,-20.2719204706668,2.27599398156684e-91,4.55073512240988e-89,"Cstb","10",78425669,78427622,"+",603,"protein_coding","cystatin B [Source:MGI Symbol;Acc:MGI:109514]","-"
"ENSMUSG00000021701","ENSMUSG00000021701",2949.19048381652,-1.66048541387295,0.0819414466354374,-20.2642921507177,2.65754571091199e-91,5.26532283851054e-89,"Plk2","13",110395046,110400844,"+",4491,"protein_coding","polo like kinase 2 [Source:MGI Symbol;Acc:MGI:1099790]","-"
"ENSMUSG00000026321","ENSMUSG00000026321",1758.83935224765,-2.61725044981008,0.129303620032593,-20.2411227864337,4.25367744840886e-91,8.35176993789393e-89,"Tnfrsf11a","1",105780718,105847981,"+",5985,"protein_coding","tumor necrosis factor receptor superfamily, member 11a, NFKB activator [Source:MGI Symbol;Acc:MGI:1314891]","-"
"ENSMUSG00000031443","ENSMUSG00000031443",1601.40474825438,-4.3533958611565,0.215161202836468,-20.2331823942501,4.99713772214504e-91,9.72389459968116e-89,"F7","8",13026034,13035809,"+",1859,"protein_coding","coagulation factor VII [Source:MGI Symbol;Acc:MGI:109325]","-"
"ENSMUSG00000038642","ENSMUSG00000038642",28213.7816823595,-3.44817156746832,0.170906720490393,-20.1757517643207,1.59913712493018e-90,3.08421190271933e-88,"Ctss","3",95526786,95556403,"+",1358,"protein_coding","cathepsin S [Source:MGI Symbol;Acc:MGI:107341]","-"
"ENSMUSG00000026956","ENSMUSG00000026956",2880.92551343708,-1.72764155015409,0.0856422737348048,-20.1727660279527,1.69867151565396e-90,3.24744272036512e-88,"Uap1l1","2",25359889,25365682,"-",4071,"protein_coding","UDP-N-acteylglucosamine pyrophosphorylase 1-like 1 [Source:MGI Symbol;Acc:MGI:2443318]","-"
"ENSMUSG00000050022","ENSMUSG00000050022",693.057019261305,-2.38345020743516,0.118491528938306,-20.1149417919667,5.46031257140444e-90,1.03480045374946e-87,"Amz1","5",140724127,140761439,"+",6697,"protein_coding","archaelysin family metallopeptidase 1 [Source:MGI Symbol;Acc:MGI:2442258]","-"
"ENSMUSG00000031608","ENSMUSG00000031608",1240.1573143859,-2.28450453798013,0.113853037375959,-20.0653806927995,1.48151657484889e-89,2.78346312347041e-87,"Galnt7","8",57523828,57653032,"-",5253,"protein_coding","polypeptide N-acetylgalactosaminyltransferase 7 [Source:MGI Symbol;Acc:MGI:1349449]","-"
"ENSMUSG00000037306","ENSMUSG00000037306",4980.01310573595,-1.60780024175487,0.0801637947575499,-20.0564387778492,1.77338965522054e-89,3.30335505520311e-87,"Man1c1","4",134561690,134704290,"-",5722,"protein_coding","mannosidase, alpha, class 1C, member 1 [Source:MGI Symbol;Acc:MGI:2446214]","-"
"ENSMUSG00000017417","ENSMUSG00000017417",1113.89728435369,-3.22016513168364,0.160595379087753,-20.0514183532271,1.96171899624341e-89,3.62319523763804e-87,"Plxdc1","11",97923238,97986444,"-",4836,"protein_coding","plexin domain containing 1 [Source:MGI Symbol;Acc:MGI:1919574]","-"
"ENSMUSG00000001228","ENSMUSG00000001228",760.641279301043,-2.67686781240434,0.133514800721991,-20.049221494014,2.05028311127632e-89,3.75494706950892e-87,"Uhrf1","17",56303321,56323486,"+",4259,"protein_coding","ubiquitin-like, containing PHD and RING finger domains, 1 [Source:MGI Symbol;Acc:MGI:1338889]","-"
"ENSMUSG00000112023","ENSMUSG00000112023",6426.88867896946,-3.14368670208446,0.156894189461832,-20.0369861552409,2.62169092640853e-89,4.76142767084562e-87,"Lilr4b","10",51480632,51486703,"+",5439,"protein_coding","leukocyte immunoglobulin-like receptor, subfamily B, member 4B [Source:MGI Symbol;Acc:MGI:102702]","-"
"ENSMUSG00000006273","ENSMUSG00000006273",15021.7999276152,-1.42958765417395,0.0714628164275927,-20.0046363359109,5.01832882273996e-89,9.03879821180121e-87,"Atp6v1b2","8",69088646,69113711,"+",5305,"protein_coding","ATPase, H+ transporting, lysosomal V1 subunit B2 [Source:MGI Symbol;Acc:MGI:109618]","-"
"ENSMUSG00000039208","ENSMUSG00000039208",3258.22772623673,-2.0402432698764,0.102329069489968,-19.9380613939465,1.9029784973602e-88,3.39946830913674e-86,"Metrnl","11",121701544,121716306,"+",1586,"protein_coding","meteorin, glial cell differentiation regulator-like [Source:MGI Symbol;Acc:MGI:2384806]","-"
"ENSMUSG00000030536","ENSMUSG00000030536",21613.1733165242,-1.64894019020863,0.0831846780372653,-19.8226431731806,1.89869485050147e-87,3.3642402903926e-85,"Iqgap1","7",80711583,80825974,"-",16538,"protein_coding","IQ motif containing GTPase activating protein 1 [Source:MGI Symbol;Acc:MGI:1352757]","-"
"ENSMUSG00000021939","ENSMUSG00000021939",200372.312797299,-1.33195105486903,0.0673273249777965,-19.7832166257651,4.15332327536157e-87,7.2998006018734e-85,"Ctsb","14",63122462,63145923,"+",6051,"protein_coding","cathepsin B [Source:MGI Symbol;Acc:MGI:88561]","-"
"ENSMUSG00000015745","ENSMUSG00000015745",2879.76033006789,-1.82262278597821,0.0921330727598599,-19.7825029751127,4.2125271719724e-87,7.34462537487733e-85,"Plekho1","3",95988429,95996001,"-",2172,"protein_coding","pleckstrin homology domain containing, family O member 1 [Source:MGI Symbol;Acc:MGI:1914470]","-"
"ENSMUSG00000000290","ENSMUSG00000000290",13749.2545561632,-2.98268971490485,0.151358816928823,-19.7060850198602,1.91199463406243e-86,3.30714373450449e-84,"Itgb2","10",77530252,77565708,"+",3052,"protein_coding","integrin beta 2 [Source:MGI Symbol;Acc:MGI:96611]","-"
"ENSMUSG00000043895","ENSMUSG00000043895",1954.58228584678,-2.04799408248948,0.104872067444898,-19.5284991741536,6.2859780868222e-85,1.07871343641105e-82,"S1pr2","9",20962361,20976781,"-",7971,"protein_coding","sphingosine-1-phosphate receptor 2 [Source:MGI Symbol;Acc:MGI:99569]","-"
"ENSMUSG00000050737","ENSMUSG00000050737",2734.93216684203,2.33280488798724,0.119648086665356,19.4972184930283,1.1591727949654e-84,1.97367280417781e-82,"Ptges","2",30889471,30929863,"-",3931,"protein_coding","prostaglandin E synthase [Source:MGI Symbol;Acc:MGI:1927593]","-"
"ENSMUSG00000004730","ENSMUSG00000004730",16323.932498012,-3.21227190562352,0.164924578936346,-19.4772175641771,1.71341787015479e-84,2.89474643892663e-82,"Adgre1","17",57358691,57483527,"+",3238,"protein_coding","adhesion G protein-coupled receptor E1 [Source:MGI Symbol;Acc:MGI:106912]","-"
"ENSMUSG00000036943","ENSMUSG00000036943",6551.51030859491,-1.96674034151961,0.101135993335336,-19.4464925558055,3.12060312213186e-84,5.23157111105706e-82,"Rab8b","9",66843664,66919687,"-",4733,"protein_coding","RAB8B, member RAS oncogene family [Source:MGI Symbol;Acc:MGI:2442982]","-"
"ENSMUSG00000046805","ENSMUSG00000046805",25329.1157331735,-3.81066966188486,0.19621551551531,-19.4208376023533,5.1444028271898e-84,8.54914051143685e-82,"Mpeg1","19",12460779,12465284,"+",4335,"protein_coding","macrophage expressed gene 1 [Source:MGI Symbol;Acc:MGI:1333743]","-"
"ENSMUSG00000040522","ENSMUSG00000040522",2137.67942592223,-3.29626135363374,0.169730992609599,-19.4205036036968,5.17796892497781e-84,8.54914051143685e-82,"Tlr8","X",167242696,167264329,"-",3586,"protein_coding","toll-like receptor 8 [Source:MGI Symbol;Acc:MGI:2176887]","-"
"ENSMUSG00000020901","ENSMUSG00000020901",2987.20266692093,-3.01023660067804,0.155008361654089,-19.4198336693318,5.24595568791261e-84,8.59626753852387e-82,"Pik3r5","11",68432121,68497849,"+",5550,"protein_coding","phosphoinositide-3-kinase regulatory subunit 5 [Source:MGI Symbol;Acc:MGI:2443588]","-"
"ENSMUSG00000025044","ENSMUSG00000025044",2204.44827426876,-2.8973164344461,0.149317783991787,-19.4036929626913,7.18218853773975e-84,1.16812400739925e-81,"Msr1","8",39581685,39642673,"-",6344,"protein_coding","macrophage scavenger receptor 1 [Source:MGI Symbol;Acc:MGI:98257]","-"
"ENSMUSG00000050721","ENSMUSG00000050721",6697.96440162551,-2.17405304357721,0.112115528670264,-19.3911857649193,9.16006395508296e-84,1.47877358397836e-81,"Plekho2","9",65552698,65580040,"-",5547,"protein_coding","pleckstrin homology domain containing, family O member 2 [Source:MGI Symbol;Acc:MGI:2143132]","-"
"ENSMUSG00000041552","ENSMUSG00000041552",180.584627762289,-4.1161601565808,0.212445969993142,-19.3750917313878,1.25238145321735e-83,2.00694127878081e-81,"Ptchd1","X",155573455,155623814,"-",3005,"protein_coding","patched domain containing 1 [Source:MGI Symbol;Acc:MGI:2685233]","-"
"ENSMUSG00000054293","ENSMUSG00000054293",459.053588144346,-2.93842364727243,0.151721597048546,-19.3672074670571,1.45962424314165e-83,2.32197450766637e-81,"P2ry10b","X",107148927,107173661,"+",3465,"protein_coding","purinergic receptor P2Y, G-protein coupled 10B [Source:MGI Symbol;Acc:MGI:2441814]","-"
"ENSMUSG00000034708","ENSMUSG00000034708",31640.544650834,-1.42460096607799,0.073654089152653,-19.3417769803033,2.39092471662672e-83,3.77592849812774e-81,"Grn","11",102430315,102437048,"+",3474,"protein_coding","granulin [Source:MGI Symbol;Acc:MGI:95832]","-"
"ENSMUSG00000111818","ENSMUSG00000111818",230.288282287956,-5.18108261494667,0.268172462826439,-19.3199650715065,3.64897309363832e-83,5.721274791565e-81,"Gm17749","9",65521106,65529806,"-",690,"processed_transcript","predicted gene, 17749 [Source:MGI Symbol;Acc:MGI:5009827]","-"
"ENSMUSG00000025534","ENSMUSG00000025534",12745.074100275,-1.81191072900415,0.0938483178203453,-19.3068002824804,4.70855198284071e-83,7.32987013671646e-81,"Gusb","5",129989011,130003049,"-",4548,"protein_coding","glucuronidase, beta [Source:MGI Symbol;Acc:MGI:95872]","-"
"ENSMUSG00000022707","ENSMUSG00000022707",2966.96441338431,1.4496840581946,0.0751250403463991,19.2969488137398,5.69757089519014e-83,8.80658582196978e-81,"Gbe1","16",70313949,70569716,"+",5352,"protein_coding","glucan (1,4-alpha-), branching enzyme 1 [Source:MGI Symbol;Acc:MGI:1921435]","-"
"ENSMUSG00000003812","ENSMUSG00000003812",2492.74901183723,-2.08004852584116,0.10789944478683,-19.2776573591326,8.27397433343391e-83,1.26988025790746e-80,"Dnase2a","8",84908560,84922915,"+",5389,"protein_coding","deoxyribonuclease II alpha [Source:MGI Symbol;Acc:MGI:1329019]","-"
"ENSMUSG00000022965","ENSMUSG00000022965",2771.14971305056,-1.16899214597676,0.0607217433321851,-19.2516235836915,1.36807601876671e-82,2.0850243883218e-80,"Ifngr2","16",91547072,91565623,"+",3767,"protein_coding","interferon gamma receptor 2 [Source:MGI Symbol;Acc:MGI:107654]","-"
"ENSMUSG00000035439","ENSMUSG00000035439",538.655639953289,-1.68519891928193,0.087760602464331,-19.2022259642856,3.54566303038929e-82,5.36626250585446e-80,"Haus8","8",71248561,71272934,"-",5278,"protein_coding","4HAUS augmin-like complex, subunit 8 [Source:MGI Symbol;Acc:MGI:1923728]","-"
"ENSMUSG00000031838","ENSMUSG00000031838",4825.12468509033,-2.57123822788152,0.133926096783116,-19.1989335136486,3.77768993598744e-82,5.67799823895933e-80,"Ifi30","8",70762774,70766663,"-",981,"processed_transcript","interferon gamma inducible protein 30 [Source:MGI Symbol;Acc:MGI:2137648]","-"
"ENSMUSG00000017929","ENSMUSG00000017929",2785.01721719351,-1.89837684009624,0.0990259639524727,-19.1704959419265,6.52834687097565e-82,9.74512271959201e-80,"B4galt5","2",167298444,167349183,"-",4308,"protein_coding","UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 5 [Source:MGI Symbol;Acc:MGI:1927169]","-"
"ENSMUSG00000034993","ENSMUSG00000034993",14047.850486487,-1.55675703436887,0.0812967454459388,-19.1490695701231,9.85314476036177e-82,1.46081249596819e-79,"Vat1","11",101458745,101466230,"-",2766,"protein_coding","vesicle amine transport 1 [Source:MGI Symbol;Acc:MGI:1349450]","-"
"ENSMUSG00000017716","ENSMUSG00000017716",414.037772582792,-3.2716147612827,0.170951483022262,-19.137679904518,1.22609457534013e-81,1.80550710641641e-79,"Birc5","11",117849251,117855743,"+",3402,"protein_coding","baculoviral IAP repeat-containing 5 [Source:MGI Symbol;Acc:MGI:1203517]","-"
"ENSMUSG00000004207","ENSMUSG00000004207",203689.144189867,-1.52473283996152,0.0799761327325123,-19.0648483224506,4.94710009091869e-81,7.23604693835449e-79,"Psap","10",60277627,60302597,"+",2744,"protein_coding","prosaposin [Source:MGI Symbol;Acc:MGI:97783]","-"
"ENSMUSG00000005413","ENSMUSG00000005413",5480.57917468793,-2.13378496971061,0.112104617686784,-19.033872232385,8.93962390564531e-81,1.29886775599756e-78,"Hmox1","8",75093621,75100589,"+",1751,"protein_coding","heme oxygenase 1 [Source:MGI Symbol;Acc:MGI:96163]","-"
"ENSMUSG00000096960","ENSMUSG00000096960",211.816059636857,-4.81940277832188,0.25376180092759,-18.9918370720307,1.99235157356963e-80,2.87558345658123e-78,"A230028O05Rik","16",25059639,25069058,"+",2793,"lincRNA","RIKEN cDNA A230028O05 gene [Source:MGI Symbol;Acc:MGI:2442126]","-"
"ENSMUSG00000031387","ENSMUSG00000031387",1624.82808500476,-1.98540120154765,0.104656224881619,-18.9706938482963,2.97947937579886e-80,4.2720245734316e-78,"Renbp","X",73922121,73930850,"-",2494,"protein_coding","renin binding protein [Source:MGI Symbol;Acc:MGI:105940]","-"
"ENSMUSG00000032254","ENSMUSG00000032254",439.252768542063,-2.38600337748152,0.125783652846496,-18.9691054718641,3.07087701387232e-80,4.37429370198257e-78,"Kif23","9",61915905,61946774,"-",7901,"protein_coding","kinesin family member 23 [Source:MGI Symbol;Acc:MGI:1919069]","-"
"ENSMUSG00000038943","ENSMUSG00000038943",505.984341428657,-2.70502662226904,0.142788988243631,-18.9442243098861,4.92799576132064e-80,6.974074001443e-78,"Prc1","7",80294450,80316259,"+",8225,"protein_coding","protein regulator of cytokinesis 1 [Source:MGI Symbol;Acc:MGI:1858961]","-"
"ENSMUSG00000035686","ENSMUSG00000035686",33411.2304853497,3.17812342886521,0.167965404182996,18.9212977775036,7.61560328301883e-80,1.07080295451685e-77,"Thrsp","7",97412938,97417730,"-",2189,"protein_coding","thyroid hormone responsive [Source:MGI Symbol;Acc:MGI:109126]","-"
"ENSMUSG00000020399","ENSMUSG00000020399",304.123888638369,-4.64649794462742,0.24575445023529,-18.9070754982413,9.97368217800801e-80,1.39337454735581e-77,"Havcr2","11",46454935,46481255,"+",2721,"protein_coding","hepatitis A virus cellular receptor 2 [Source:MGI Symbol;Acc:MGI:2159682]","-"
